study_accession	sample_accession	experiment_accession	run_accession	scientific_name	library_name	nominal_length	library_source	read_count	study_title	fastq_bytes	fastq_md5	fastq_ftp	sample_alias
PRJEB12000	SAMEA3696448	ERX1236524	ERR1163117	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	2574516	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	224474252;225409992	fbaf30fbde1262f40464dcc2004a1570;f0843e05f5c3ef655dc35ec8f36e26c1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163117/ERR1163117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163117/ERR1163117_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696449	ERX1236525	ERR1163118	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	260490492;262789236	4bb1be902b6a2d7e591b4410ba0a139c;2be15b8c2d9fd0dfebfc2030ae0470f0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163118/ERR1163118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163118/ERR1163118_2.fastq.gz	FS907_Anemone_RNA
PRJEB12000	SAMEA3696449	ERX1236526	ERR1163119	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	3961477	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	256977232;261637092	5aabd22a9faed34d6e57e9bab858c0db;c31fa3e757a0927f5fc01dab8201743d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163119/ERR1163119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163119/ERR1163119_2.fastq.gz	FS907_Anemone_RNA
PRJEB12000	SAMEA3696449	ERX1236527	ERR1163120	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	1620385	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	103669723;104697775	0515900d8393dba6a9464d06c547d135;3f014ba8279cf172edbfd12775a36cdf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163120/ERR1163120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163120/ERR1163120_2.fastq.gz	FS907_Anemone_RNA
PRJEB12000	SAMEA3696449	ERX1236528	ERR1163121	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	341953700;344879523	dbb85ce6fd51dbe93f75dc30027f8b6b;c72d21bdefaff929a41eb8bb7b8bd547	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163121/ERR1163121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163121/ERR1163121_2.fastq.gz	FS907_Anemone_RNA
PRJEB12000	SAMEA3696449	ERX1236529	ERR1163122	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	346759052;350530392	063e551568f56ebb9457b906094014ea;490344178f10e3aa9754762626b3a95b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163122/ERR1163122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163122/ERR1163122_2.fastq.gz	FS907_Anemone_RNA
PRJEB12000	SAMEA3696449	ERX1236530	ERR1163123	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	342748690;345863276	60ef1ba8db7ea1b5214f2a43d589ff9a;c8866d84dc34d49d56ebdb7c06bf4546	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163123/ERR1163123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163123/ERR1163123_2.fastq.gz	FS907_Anemone_RNA
PRJEB12000	SAMEA3696449	ERX1236531	ERR1163124	metagenome	FS907_Anemone_RNA	290	METATRANSCRIPTOMIC	3615186	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	314189835;318052316	1266f082a7e39b760922ce7702950795;3dbe25beff2913ae78e8bef0cd5fa576	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163124/ERR1163124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163124/ERR1163124_2.fastq.gz	FS907_Anemone_RNA
PRJEB12000	SAMEA3696450	ERX1236532	ERR1163125	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	250683452;250734028	581898a836ef3910e7b59324a8a99fe5;97b1b1bf1eac1260c3a66c0f36840c22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163125/ERR1163125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163125/ERR1163125_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696450	ERX1236533	ERR1163126	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	248475211;249534783	cc22ca3e164143d151a5c7c2b66237c8;c794ea9396339aed70e2a995451f6f75	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163126/ERR1163126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163126/ERR1163126_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696450	ERX1236534	ERR1163127	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	248936196;251183812	3fcfee8bebf0f37537370592f28f298c;c5ac6b31d6ea177edc1e613e0cce5808	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163127/ERR1163127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163127/ERR1163127_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696450	ERX1236535	ERR1163128	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	998084	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	63140423;63651974	8031bcf5ce425a67643afb1061bbb292;83024116e21dc106aa4b5e89e95950a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163128/ERR1163128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163128/ERR1163128_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696450	ERX1236536	ERR1163129	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	1566255	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	96337278;96510467	5fad10f833f01549ddfe1585f4364bf9;1be90e5e3e4af0969e7c740c1758db8a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163129/ERR1163129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163129/ERR1163129_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696450	ERX1236537	ERR1163130	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	333286256;334019134	83b8be041c5fff698bc579005135cd96;ca6d78b09e190784bb184988719fc545	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163130/ERR1163130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163130/ERR1163130_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696450	ERX1236538	ERR1163131	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	335710082;335947666	2d73fcc983fe36039ea154bc6c5723c3;6ca1187da5c3ac97dc30fcf89254691b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163131/ERR1163131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163131/ERR1163131_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696450	ERX1236539	ERR1163132	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	332369801;333285386	67ea4face31a76008f2f153885634ca0;9d4046bd9b0cfba7289d21186cc07c6f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163132/ERR1163132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163132/ERR1163132_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696450	ERX1236540	ERR1163133	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	336038040;336002251	7e5a1a9de54c516515a9e3ce07478f45;63232b32c492d496876d0567ff2a8224	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163133/ERR1163133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163133/ERR1163133_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696450	ERX1236541	ERR1163134	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	334675336;335464292	c85002f6650fa341fe44eb7c200be455;656411cf8c9ca2bc9ce776524f84e4a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163134/ERR1163134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163134/ERR1163134_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696450	ERX1236542	ERR1163135	metagenome	FS908_Marker33_DNA	290	METAGENOMIC	1470152	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	128141395;128987390	cbd3f39afef5f200817e3ea13896ce42;392abc3b88dc4597061c5e5bb975f7a4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163135/ERR1163135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163135/ERR1163135_2.fastq.gz	FS908_Marker33_DNA
PRJEB12000	SAMEA3696451	ERX1236543	ERR1163136	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	249233472;246194149	2fbf0df5bb1c9c6f67df7215d1e7984b;b07552ffcd4ce13783782979aa8670e8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163136/ERR1163136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163136/ERR1163136_2.fastq.gz	FS908_Marker33_RNA
PRJEB12000	SAMEA3696451	ERX1236544	ERR1163137	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	2817903	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	175870397;175364011	80ebba65befeb5dc340eaedbe9951011;ae5e157b031d2d81f9984371cff7b4ef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163137/ERR1163137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163137/ERR1163137_2.fastq.gz	FS908_Marker33_RNA
PRJEB12000	SAMEA3696451	ERX1236545	ERR1163138	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	1340163	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	82162968;81028081	3397185e0322d0ad403bcac236f7086a;8011b0f2db87093027f021c74ad3409b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163138/ERR1163138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163138/ERR1163138_2.fastq.gz	FS908_Marker33_RNA
PRJEB12000	SAMEA3696451	ERX1236546	ERR1163139	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	330184716;328100988	37dbd3d52f41eea7504875a890ad36ba;0e605dd8a8dbf1a4f979115cf8cc10d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163139/ERR1163139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163139/ERR1163139_2.fastq.gz	FS908_Marker33_RNA
PRJEB12000	SAMEA3696451	ERX1236547	ERR1163140	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	335222212;333517772	c43938e6de3322ed0f10c8b66f382a09;e71b0c31c409870ff28083fe3200d348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163140/ERR1163140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163140/ERR1163140_2.fastq.gz	FS908_Marker33_RNA
PRJEB12000	SAMEA3696451	ERX1236548	ERR1163141	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	331521753;331911454	7b168b736ebceda647515e214c5c5b10;97d4231cdf9f81603d325e23368ab1ca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163141/ERR1163141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163141/ERR1163141_2.fastq.gz	FS908_Marker33_RNA
PRJEB12000	SAMEA3696451	ERX1236549	ERR1163142	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	333090723;330214606	7742438b2b7ec6f0dc2127c77f78744a;18a243fcf16602ccbacff8646a3dd5c7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163142/ERR1163142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163142/ERR1163142_2.fastq.gz	FS908_Marker33_RNA
PRJEB12000	SAMEA3696451	ERX1236550	ERR1163143	metagenome	FS908_Marker33_RNA	290	METATRANSCRIPTOMIC	1035826	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	89873412;89856453	0432d8743c0ef1534c6922ae02fc1724;f8d9e48a3e8b85eb08d878d5898470f1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163143/ERR1163143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163143/ERR1163143_2.fastq.gz	FS908_Marker33_RNA
PRJEB12000	SAMEA3696449	ERX2080791	ERR2021515	metagenome	FS907_Anemone_RNA_rerun	275	METATRANSCRIPTOMIC	14093124	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	788993738;809119596	68278b580e97c32377b16a2f8aff4fd7;b2a0ac3c57524a276f6916f51dcc488c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/005/ERR2021515/ERR2021515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/005/ERR2021515/ERR2021515_2.fastq.gz	FS907_Anemone_RNA
