"","sample_names.1.","Phylum","Class","Order","Family","Genus","Species","SUM"
"144","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2",NA,1
"145","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified",NA,1
"146","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17_ge",NA,1
"147","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Basidiomycota","Agaricomycetes","Agaricomycetes_unclassified","Agaricomycetes_unclassified","Agaricomycetes_unclassified",NA,4
"148","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Basidiomycota","Basidiomycota_unclassified","Basidiomycota_unclassified","Basidiomycota_unclassified","Basidiomycota_unclassified",NA,2
"149","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA,1
"150","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcales_unclassified","Desulfurococcales_unclassified",NA,2
"151","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Desulfurococcales","Ignicoccaceae","Ignicoccus",NA,2
"152","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Desulfurococcales","Pyrodictiaceae","Pyrodictium",NA,5
"153","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Thermoprotei_unclassified","Thermoprotei_unclassified","Thermoprotei_unclassified",NA,1
"154","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacteria_unclassified","Campylobacteria_unclassified","Campylobacteria_unclassified",NA,10
"155","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Caminibacter",NA,2399
"156","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Nautilia",NA,1
"157","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Nautiliaceae_unclassified",NA,193
"158","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified",NA,46005
"159","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobaceae_unclassified",NA,1
"160","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus",NA,4
"161","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Euryarchaeota_unclassified","Euryarchaeota_unclassified","Euryarchaeota_unclassified","Euryarchaeota_unclassified",NA,3345
"162","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanocaldococcus",NA,693678
"163","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcaceae_unclassified",NA,7
"164","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanotorris",NA,626
"165","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcales_unclassified","Methanococcales_unclassified",NA,8486
"166","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Palaeococcus",NA,4
"167","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus",NA,73
"168","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcaceae_unclassified",NA,2579
"169","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,13093
"170","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Hydrothermae","Hydrothermae_cl","Hydrothermae_or","Hydrothermae_fa","Hydrothermae_ge",NA,2
"171","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Nanoarchaeaeota","Nanoarchaeia","Nanoarchaeales","Nanoarchaeaceae","Nanoarchaeum",NA,2
"172","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter",NA,1
"173","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge",NA,23
"174","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,2
"175","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified",NA,3
"176","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","uncultured",NA,1
"177","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA,1
"178","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Deltaproteobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Caldimicrobium",NA,1
"179","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA,1
"180","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified",NA,8
"181","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium",NA,1
"182","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Undibacterium",NA,1
"183","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella",NA,1
"184","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",NA,1
"185","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,1
"186","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified",NA,1
"187","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,4
"188","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","Salinisphaera",NA,2
"189","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,1
"190","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified",NA,13
"191","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Thermosulfidibacteraeota","Thermosulfidibacteria","Thermosulfidibacterales","Thermosulfidibacteraceae","Thermosulfidibacter",NA,3
"192","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogae_unclassified","Thermotogae_unclassified","Thermotogae_unclassified",NA,24
"193","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga",NA,31
"194","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotogaceae_unclassified",NA,10
"195","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Thermotogales_unclassified","Thermotogales_unclassified",NA,31
"196","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","uncultured","uncultured_cl","uncultured_or","uncultured_fa","uncultured_ge",NA,1
