"","sample_names.1.","Phylum","Class","Order","Family","Genus","Species","SUM"
"6879","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified",NA,56
"6880","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodiniphycidae_unclassified","Gymnodiniphycidae_unclassified",NA,22
"6881","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Discosea","Longamoebia","Centramoebida","Centramoebida_fa","Acanthamoeba",NA,30
"6882","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Elusimicrobia","Lineage_IIb","Lineage_IIb_or","Lineage_IIb_fa","Lineage_IIb_ge",NA,3
"6883","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA,11349
"6884","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacterales_Incertae_Sedis","Thiofractor",NA,83
"6885","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacterales_unclassified","Campylobacterales_unclassified",NA,12442
"6886","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","CH8-1-BAC","CH8-1-BAC_ge",NA,73
"6887","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacteraceae_ge",NA,60
"6888","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacteraceae_unclassified",NA,1
"6889","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","uncultured",NA,346
"6890","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Nitratiruptoraceae","Hydrogenimonas",NA,1640
"6891","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Nitratiruptoraceae","Nitratiruptor",NA,69
"6892","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Nitratiruptoraceae","Nitratiruptoraceae_unclassified",NA,761
"6893","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","P6-b51","P6-b51_ge",NA,58
"6894","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Rs-M59_termite_group","Rs-M59_termite_group_ge",NA,7
"6895","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum",NA,552
"6896","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurovaceae","Nitratifractor",NA,650
"6897","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovaceae_unclassified",NA,1201
"6898","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum",NA,7218
"6899","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Sulfuricurvum",NA,19
"6900","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Sulfurimonas",NA,6386
"6901","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Thiovulaceae_unclassified",NA,37
"6902","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Thiovulum",NA,168
"6903","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacteria_unclassified","Campylobacteria_unclassified","Campylobacteria_unclassified",NA,1145
"6904","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Caminibacter",NA,160
"6905","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Lebetimonas",NA,12
"6906","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Nautilia",NA,922
"6907","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Nautiliaceae_ge",NA,9
"6908","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Nautiliaceae_unclassified",NA,4818
"6909","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Thioreductor",NA,3549
"6910","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","uncultured",NA,1287
"6911","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Epsilonbacteraeota_unclassified","Epsilonbacteraeota_unclassified","Epsilonbacteraeota_unclassified","Epsilonbacteraeota_unclassified",NA,56
"6912","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euglenozoa","Euglenida","Aphagea","Aphagea_fa","Distigma",NA,1
"6913","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euglenozoa","Euglenozoa_unclassified","Euglenozoa_unclassified","Euglenozoa_unclassified","Euglenozoa_unclassified",NA,1
"6914","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euglenozoa","Kinetoplastea","Metakinetoplastina","Metakinetoplastina_unclassified","Metakinetoplastina_unclassified",NA,117
"6915","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euglenozoa","Kinetoplastea","Metakinetoplastina","Neobodonida","Neobodo",NA,2
"6916","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified",NA,402905
"6917","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobaceae_unclassified",NA,22
"6918","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus",NA,71
"6919","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Euryarchaeota_unclassified","Euryarchaeota_unclassified","Euryarchaeota_unclassified","Euryarchaeota_unclassified",NA,155
"6920","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanocaldococcus",NA,1339
"6921","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcaceae_unclassified",NA,7059
"6922","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcus",NA,69256
"6923","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanothermococcus",NA,25662
"6924","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanotorris",NA,184
"6925","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcales_unclassified","Methanococcales_unclassified",NA,7
"6926","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanopyri","Methanopyrales","Methanopyraceae","Methanopyrus",NA,3
"6927","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcaceae_unclassified",NA,10
"6928","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,67
"6929","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1_fa","Marine_Benthic_Group_D_and_DHVEG-1_ge",NA,719
"6930","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermoplasmata","Marine_Group_III","Marine_Group_III_fa","Marine_Group_III_ge",NA,224
"6931","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermoplasmata","SG8-5","SG8-5_fa","SG8-5_ge",NA,7
"6932","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermoplasmata","Thermoplasmata_unclassified","Thermoplasmata_unclassified","Thermoplasmata_unclassified",NA,346
"6933","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermoplasmata","uncultured","uncultured_fa","uncultured_ge",NA,18
"6934","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Fibrobacteres","Chitinivibrionia","Chitinivibrionales","Chitinivibrionaceae","Chitinivibrionaceae_unclassified",NA,23
"6935","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Fibrobacteres","Chitinivibrionia","Chitinivibrionales","Chitinivibrionaceae","possible_genus_03",NA,115
"6936","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Fibrobacteres","Chitinivibrionia","Chitinivibrionia_unclassified","Chitinivibrionia_unclassified","Chitinivibrionia_unclassified",NA,2
"6937","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Fibrobacteres","Fibrobacteres_unclassified","Fibrobacteres_unclassified","Fibrobacteres_unclassified","Fibrobacteres_unclassified",NA,38
"6938","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacterales_unclassified","Fibrobacterales_unclassified",NA,10
"6939","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Eremococcus",NA,1
"6940","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_3","Clostridiaceae_3_unclassified",NA,3
"6941","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_4","Paramaledivibacter",NA,2
"6942","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified",NA,36
"6943","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacteriaceae_unclassified",NA,2
"6944","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Psychrilyobacter",NA,127
"6945","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Gemmatimonadetes","BD2-11_terrestrial_group","BD2-11_terrestrial_group_or","BD2-11_terrestrial_group_fa","BD2-11_terrestrial_group_ge",NA,54
"6946","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halobacteroidaceae","uncultured",NA,25
"6947","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Hydrothermae","Hydrothermae_cl","Hydrothermae_or","Hydrothermae_fa","Hydrothermae_ge",NA,40
"6948","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellae_unclassified","Kiritimatiellae_unclassified","Kiritimatiellae_unclassified",NA,1
"6949","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","Kiritimatiellaceae_unclassified",NA,1
"6950","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","R76-B128",NA,250
"6951","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","WCHB1-41_fa","WCHB1-41_ge",NA,6
"6952","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Korarchaeota","Korarchaeia","Korarchaeales","Korarchaeaceae","Candidatus_Korarchaeum",NA,14
"6953","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Lentisphaerae_unclassified","Lentisphaerae_unclassified","Lentisphaerae_unclassified","Lentisphaerae_unclassified",NA,277
"6954","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera",NA,7
"6955","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Lentisphaeria","Lentisphaeria_unclassified","Lentisphaeria_unclassified","Lentisphaeria_unclassified",NA,2
"6956","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Lentisphaeria","Victivallales","Arctic95B-14","Arctic95B-14_ge",NA,22
"6957","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Lentisphaeria","Victivallales","BD2-3","BD2-3_ge",NA,454
"6958","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Lentisphaeria","Victivallales","Victivallales_unclassified","Victivallales_unclassified",NA,58
"6959","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Oligosphaeria","Oligosphaerales","Lenti-02","Lenti-02_ge",NA,11
"6960","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Oligosphaeria","Oligosphaerales","Oligosphaerales_unclassified","Oligosphaerales_unclassified",NA,14
"6961","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Oligosphaeria","Oligosphaeria_unclassified","Oligosphaeria_unclassified","Oligosphaeria_unclassified",NA,28
"6962","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Oligosphaeria","P.palmC41","P.palmC41_fa","P.palmC41_ge",NA,214
"6963","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Lentisphaerae","Oligosphaeria","SS1-B-02-17","SS1-B-02-17_fa","SS1-B-02-17_ge",NA,15
"6964","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)_cl","Marinimicrobia_(SAR406_clade)_or","Marinimicrobia_(SAR406_clade)_fa","Marinimicrobia_(SAR406_clade)_ge",NA,238
"6965","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Mollusca","Gastropoda","Caenogastropoda","Caenogastropoda_fa","Caenogastropoda_ge",NA,41
"6966","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Mollusca","Gastropoda","Vetigastropoda","Vetigastropoda_fa","Vetigastropoda_ge",NA,9
"6967","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Nanoarchaeaeota","Nanoarchaeaeota_unclassified","Nanoarchaeaeota_unclassified","Nanoarchaeaeota_unclassified","Nanoarchaeaeota_unclassified",NA,334
"6968","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Nanoarchaeaeota","Woesearchaeia","Woesearchaeia_or","Woesearchaeia_fa","Woesearchaeia_ge",NA,4602
"6969","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Ochrophyta","Diatomea","Coscinodiscophytina","Coscinodiscophytina_fa","Actinocyclus",NA,2
"6970","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Ochrophyta","Diatomea","Coscinodiscophytina","Coscinodiscophytina_unclassified","Coscinodiscophytina_unclassified",NA,9
"6971","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Ochrophyta","Diatomea","Coscinodiscophytina","Rhizosolenids","Proboscia",NA,3
"6972","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Omnitrophicaeota","Omnitrophicaeota_cl","Omnitrophicaeota_or","Omnitrophicaeota_fa","Omnitrophicaeota_ge",NA,47
"6973","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","ABY1","Candidatus_Falkowbacteria","Candidatus_Falkowbacteria_fa","Candidatus_Falkowbacteria_ge",NA,41
"6974","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)_fa","Absconditabacteriales_(SR1)_ge",NA,317
"6975","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Gracilibacteria","Gracilibacteria_or","Gracilibacteria_fa","Gracilibacteria_ge",NA,78
"6976","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Gracilibacteria","Gracilibacteria_unclassified","Gracilibacteria_unclassified","Gracilibacteria_unclassified",NA,103
"6977","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","JGI_0000069-P22_ge",NA,611
"6978","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Microgenomatia","Candidatus_Pacebacteria","Candidatus_Pacebacteria_fa","Candidatus_Pacebacteria_ge",NA,57
"6979","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Microgenomatia","Candidatus_Shapirobacteria","Candidatus_Shapirobacteria_fa","Candidatus_Shapirobacteria_ge",NA,1
"6980","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Microgenomatia","Microgenomatia_unclassified","Microgenomatia_unclassified","Microgenomatia_unclassified",NA,3
"6981","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria_fa","Candidatus_Campbellbacteria_ge",NA,33
"6982","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria_fa","Candidatus_Kaiserbacteria_ge",NA,25
"6983","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","Candidatus_Moranbacteria_fa","Candidatus_Moranbacteria_ge",NA,34
"6984","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified",NA,169
"6985","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Patescibacteria_unclassified","Patescibacteria_unclassified","Patescibacteria_unclassified","Patescibacteria_unclassified",NA,88
"6986","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","PAUC34f","PAUC34f_cl","PAUC34f_or","PAUC34f_fa","PAUC34f_ge",NA,55
"6987","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Picozoa","Picomonadida","Picomonadidae","Picomonadidae_fa","Picomonas",NA,17
"6988","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","028H05-P-BN-P5","028H05-P-BN-P5_or","028H05-P-BN-P5_fa","028H05-P-BN-P5_ge",NA,55
"6989","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","BD7-11","BD7-11_or","BD7-11_fa","BD7-11_ge",NA,64
"6990","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","OM190","OM190_or","OM190_fa","OM190_ge",NA,97
"6991","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Phycisphaerae","CCM11a","CCM11a_fa","CCM11a_ge",NA,4
"6992","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Phycisphaerae","mle1-8","mle1-8_fa","mle1-8_ge",NA,29
"6993","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Phycisphaerae","MSBL9","MSBL9_unclassified","MSBL9_unclassified",NA,83
"6994","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Phycisphaerae","MSBL9","SG8-4","SG8-4_ge",NA,5
"6995","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Phycisphaerae","MSBL9","SM23-30","SM23-30_ge",NA,29
"6996","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Phycisphaerae","Phycisphaerae_unclassified","Phycisphaerae_unclassified","Phycisphaerae_unclassified",NA,110
"6997","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","JL-ETNP-F27",NA,28
"6998","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaeraceae_unclassified",NA,1
"6999","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Pla3_lineage","Pla3_lineage_or","Pla3_lineage_fa","Pla3_lineage_ge",NA,208
"7000","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Pla4_lineage","Pla4_lineage_or","Pla4_lineage_fa","Pla4_lineage_ge",NA,55
"7001","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Bythopirellula",NA,47
"7002","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage",NA,26
"7003","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified",NA,113
"7004","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Rhodopirellula",NA,1
"7005","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Planctomycetacia","Planctomycetacia_unclassified","Planctomycetacia_unclassified","Planctomycetacia_unclassified",NA,2
"7006","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","Planctomycetes_unclassified","Planctomycetes_unclassified","Planctomycetes_unclassified","Planctomycetes_unclassified",NA,343
"7007","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Planctomycetes","vadinHA49","vadinHA49_or","vadinHA49_fa","vadinHA49_ge",NA,33
"7008","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Poribacteria","Poribacteria_cl","Poribacteria_or","Poribacteria_fa","Poribacteria_ge",NA,51
"7009","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified",NA,32
"7010","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,33
"7011","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae_unclassified",NA,6
"7012","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured",NA,30
"7013","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116_clade","OCS116_clade_ge",NA,1
"7014","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA,19
"7015","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA,9
"7016","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter",NA,28
"7017","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified",NA,10
"7018","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1","AB1_ge",NA,36
"7019","FS906_RNA_CCTTCA_L004_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge",NA,2320
