,Vent.Site,Phylum,Class,Order,Family,Genus,Species,Normalized.Counts
225,Anenome,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA,150
226,Anenome,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,NA,2
227,Anenome,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Terasakiispira,NA,1
228,Anenome,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales_unclassified,Oceanospirillales_unclassified,NA,2
229,Anenome,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,1
230,Anenome,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,NA,4
231,Anenome,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,7
232,Anenome,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,NA,8
233,Anenome,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,NA,1
234,Anenome,Thermosulfidibacteraeota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,NA,3
235,Marker 33,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,7
236,Marker 33,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA,7
237,Marker 33,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae_unclassified,NA,2
238,Marker 33,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,8
239,Marker 33,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rhodoluna,NA,1
240,Marker 33,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcaceae_unclassified,NA,1
241,Marker 33,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,NA,6
242,Marker 33,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA,8
243,Marker 33,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,NA,201
244,Marker 33,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,NA,24
245,Marker 33,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,NA,79
246,Marker 33,Aquificae,Aquificae,Aquificales,Aquificales_unclassified,Aquificales_unclassified,NA,3
247,Marker 33,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermaceae_unclassified,NA,24
248,Marker 33,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,NA,12
249,Marker 33,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,NA,17
250,Marker 33,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,NA,101187
251,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,NA,3302
252,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,NA,3131703
253,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,NA,1596145
254,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,NA,1038702
255,Marker 33,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,NA,4291
256,Marker 33,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA,396568
257,Marker 33,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA,1
258,Marker 33,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA,1
259,Marker 33,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,NA,5
260,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,NA,5
261,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,1
262,Marker 33,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,Balneolaceae_unclassified,NA,1
263,Marker 33,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,1
264,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Acidilobaceae,Aeropyrum,NA,5
265,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcales_unclassified,Desulfurococcales_unclassified,NA,29
266,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,NA,29
267,Marker 33,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteales_unclassified,Thermoproteales_unclassified,NA,1
268,Marker 33,Crenarchaeota,Thermoprotei,Thermoprotei_unclassified,Thermoprotei_unclassified,Thermoprotei_unclassified,NA,12
269,Marker 33,Deinococcus-Thermus,Deinococci,Deinococci_unclassified,Deinococci_unclassified,Deinococci_unclassified,NA,1
270,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,NA,45
271,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,NA,3
272,Marker 33,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,NA,193859
273,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,NA,48
274,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,NA,267
275,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,NA,2
276,Marker 33,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,NA,9790
277,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,NA,1952289
278,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,NA,176384
279,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,NA,16
280,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,NA,413048
281,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcales_unclassified,Methanococcales_unclassified,NA,25343
282,Marker 33,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,NA,12
283,Marker 33,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcaceae_unclassified,NA,10
284,Marker 33,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,NA,14
285,Marker 33,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,NA,1
286,Marker 33,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacteriaceae_unclassified,NA,2
287,Marker 33,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,NA,9
288,Marker 33,Firmicutes,Bacilli,Lactobacillales,Lactobacillales_unclassified,Lactobacillales_unclassified,NA,1
289,Marker 33,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,1
290,Marker 33,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_2,Clostridiaceae_2_unclassified,NA,1
291,Marker 33,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella,NA,1
292,Marker 33,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,NA,2
293,Marker 33,Klebsormidiophyceae,Klebsormidiophyceae_cl,Klebsormidiales,Klebsormidiales_fa,Klebsormidium,NA,4
294,Marker 33,Klebsormidiophyceae,Klebsormidiophyceae_cl,Klebsormidiophyceae_cl_unclassified,Klebsormidiophyceae_cl_unclassified,Klebsormidiophyceae_cl_unclassified,NA,2
295,Marker 33,Korarchaeota,Korarchaeia,Korarchaeales,Korarchaeaceae,Candidatus_Korarchaeum,NA,1
296,Marker 33,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,NA,6
297,Marker 33,Ochrophyta,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,NA,1
298,Marker 33,Omnitrophicaeota,Omnitrophicaeota_cl,Omnitrophicaeota_or,Omnitrophicaeota_fa,Omnitrophicaeota_ge,NA,7
299,Marker 33,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria_fa,Candidatus_Kaiserbacteria_ge,NA,3
300,Marker 33,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria_fa,Candidatus_Moranbacteria_ge,NA,1
301,Marker 33,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria_fa,Candidatus_Nomurabacteria_ge,NA,6
302,Marker 33,Patescibacteria,Parcubacteria,Candidatus_Staskawiczbacteria,Candidatus_Staskawiczbacteria_fa,Candidatus_Staskawiczbacteria_ge,NA,1
303,Marker 33,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,NA,17
304,Marker 33,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,NA,108
305,Marker 33,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonadaceae_unclassified,NA,47
306,Marker 33,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis,NA,79
307,Marker 33,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade_ge,NA,1
308,Marker 33,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12,NA,9
309,Marker 33,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,NA,6
310,Marker 33,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,NA,13
311,Marker 33,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,NA,6
312,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,NA,121
313,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,NA,881
314,Marker 33,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,NA,5
315,Marker 33,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA,2
316,Marker 33,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,NA,12
317,Marker 33,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,NA,5
318,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales_unclassified,Alteromonadales_unclassified,NA,10
319,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA,1
320,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,NA,50
321,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarinaceae_unclassified,NA,11
322,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA,187
323,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,NA,20
324,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA,16
325,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,NA,83
326,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,NA,1
327,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,NA,1
328,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,NA,3
329,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,NA,9
330,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,NA,7
331,Marker 33,Proteobacteria,Gammaproteobacteria,CCM19a,CCM19a_fa,CCM19a_ge,NA,3
332,Marker 33,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae_unclassified,NA,5
333,Marker 33,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,NA,3
334,Marker 33,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NA,211
335,Marker 33,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,NA,30
336,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,NA,1
337,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,NA,1
338,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonadaceae_unclassified,NA,231
339,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA,390
340,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,NA,6
341,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Terasakiispira,NA,11
342,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales_unclassified,Oceanospirillales_unclassified,NA,23
343,Marker 33,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,3
344,Marker 33,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,NA,24
345,Marker 33,Thermosulfidibacteraeota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,NA,100
346,Marker 33,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge,NA,2
347,Marker 33,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,NA,3
348,Marker 33,Actinobacteria,Acidimicrobiia,Acidimicrobiia_unclassified,Acidimicrobiia_unclassified,Acidimicrobiia_unclassified,NA,1
349,Marker 33,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA,4
350,Marker 33,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Microtrichaceae_unclassified,NA,1
351,Marker 33,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA,1
352,Marker 33,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichales_unclassified,Microtrichales_unclassified,NA,2
353,Marker 33,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,NA,6
354,Marker 33,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,NA,1
355,Marker 33,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,NA,1
356,Marker 33,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,1
357,Marker 33,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardiaceae_unclassified,NA,2
358,Marker 33,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Aquipuribacter,NA,1
359,Marker 33,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,ML602J-51,NA,2
360,Marker 33,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,NA,2
361,Marker 33,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA,3
362,Marker 33,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae_unclassified,NA,7
363,Marker 33,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Thermomonosporaceae_unclassified,NA,1
364,Marker 33,Annelida,Polychaeta,Terebellida,Terebellida_fa,Terebellida_ge,NA,1
365,Marker 33,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,NA,620
366,Marker 33,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,NA,660
367,Marker 33,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,NA,1451
368,Marker 33,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenivirga,NA,3
369,Marker 33,Aquificae,Aquificae,Aquificales,Aquificales_unclassified,Aquificales_unclassified,NA,31
370,Marker 33,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermaceae_ge,NA,6
371,Marker 33,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermaceae_unclassified,NA,145304
372,Marker 33,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,NA,74482
373,Marker 33,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,NA,95016
374,Marker 33,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Sulfurihydrogenibium,NA,12
375,Marker 33,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,NA,13011
376,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,NA,10870
377,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,NA,3171188
378,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,NA,8046552
379,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,NA,782643
380,Marker 33,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,NA,221
381,Marker 33,Arthropoda,Arthropoda_unclassified,Arthropoda_unclassified,Arthropoda_unclassified,Arthropoda_unclassified,NA,1
382,Marker 33,Arthropoda,Maxillopoda,Calanoida,Calanoida_fa,Calanoida_ge,NA,1
383,Marker 33,Arthropoda,Maxillopoda,Cyclopoida,Cyclopoida_fa,Cyclopoida_ge,NA,7
384,Marker 33,Arthropoda,Maxillopoda,Maxillopoda_unclassified,Maxillopoda_unclassified,Maxillopoda_unclassified,NA,1
385,Marker 33,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,NA,137
386,Marker 33,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unclassified,Capnodiales_unclassified,NA,12
387,Marker 33,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporiaceae_unclassified,NA,14
388,Marker 33,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,NA,368
389,Marker 33,Ascomycota,Dothideomycetes,Dothideomycetes_unclassified,Dothideomycetes_unclassified,Dothideomycetes_unclassified,NA,177
390,Marker 33,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,2
391,Marker 33,Ascomycota,Leotiomycetes,Helotiales,Incertae_Sedis,Cadophora,NA,1
392,Marker 33,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unclassified,Hypocreales_unclassified,NA,2
393,Marker 33,Ascomycota,Sordariomycetes,Sordariomycetes_unclassified,Sordariomycetes_unclassified,Sordariomycetes_unclassified,NA,1
394,Marker 33,Asgardaeota,Lokiarchaeia,Lokiarchaeia_or,Lokiarchaeia_fa,Lokiarchaeia_ge,NA,1
395,Marker 33,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA,99158
396,Marker 33,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,NA,2
397,Marker 33,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,NA,7
398,Marker 33,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_unclassified,NA,2
399,Marker 33,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA,4
400,Marker 33,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Arcicella,NA,1
401,Marker 33,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Flectobacillus,NA,1
402,Marker 33,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,NA,1
403,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomicaceae_unclassified,NA,1
404,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA,5
405,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_unclassified,NA,3
406,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,NA,4
407,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,NA,36
408,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,4
409,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,NA,6
410,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA,5
411,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA,38
412,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA,17
413,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified,NA,18
414,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7_marine_group,NS7_marine_group_ge,NA,22
415,Marker 33,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,NA,20
416,Marker 33,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,NA,1
417,Marker 33,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7,NA,1
418,Marker 33,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,Balneolaceae_unclassified,NA,1
419,Marker 33,Basidiomycota,Basidiomycota_unclassified,Basidiomycota_unclassified,Basidiomycota_unclassified,Basidiomycota_unclassified,NA,4
420,Marker 33,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,4
421,Marker 33,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiales_unclassified,Chlamydiales_unclassified,NA,1
422,Marker 33,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Simkaniaceae_unclassified,NA,1
423,Marker 33,Chloroflexi,Anaerolineae,Anaerolineae_unclassified,Anaerolineae_unclassified,Anaerolineae_unclassified,NA,6
424,Marker 33,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured_ge,NA,1
425,Marker 33,Chloroflexi,Chloroflexi_unclassified,Chloroflexi_unclassified,Chloroflexi_unclassified,Chloroflexi_unclassified,NA,5
426,Marker 33,Chlorophyta_ph,Chlorophyta_ph_unclassified,Chlorophyta_ph_unclassified,Chlorophyta_ph_unclassified,Chlorophyta_ph_unclassified,NA,1
427,Marker 33,Chlorophyta_ph,Mamiellophyceae,Mamiellales,Mamiellales_fa,Micromonas,NA,2
428,Marker 33,Chlorophyta_ph,Prasinophytae,shizugawa,shizugawa_fa,shizugawa_ge,NA,2
429,Marker 33,Choanoflagellida,Acanthoecida,Stephanoecidae,Stephanoecidae_fa,Marine_Choanoflagellates_1,NA,3
430,Marker 33,Choanoflagellida,Choanoflagellida_unclassified,Choanoflagellida_unclassified,Choanoflagellida_unclassified,Choanoflagellida_unclassified,NA,1
431,Marker 33,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Choreotrichia_unclassified,NA,1
432,Marker 33,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Oligotrichia_unclassified,NA,14
433,Marker 33,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Pseudotontonia,NA,3
434,Marker 33,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Spirotontonia,NA,5
435,Marker 33,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Strombidium,NA,16
436,Marker 33,Ciliophora,Intramacronucleata,Spirotrichea,Spirotrichea_unclassified,Spirotrichea_unclassified,NA,4
437,Marker 33,Cnidaria,Scyphozoa,Scyphozoa_unclassified,Scyphozoa_unclassified,Scyphozoa_unclassified,NA,3
438,Marker 33,Crenarchaeota,Crenarchaeota_Incertae_Sedis,Aigarchaeales,Caldiarchaeaceae,Candidatus_Caldiarchaeum,NA,3
439,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Acidilobaceae,Aeropyrum,NA,7
440,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcaceae_unclassified,NA,4
441,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcales_unclassified,Desulfurococcales_unclassified,NA,189
442,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Ignicoccaceae,Ignicoccus,NA,77
443,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Ignisphaeraceae,Ignisphaeraceae_unclassified,NA,3
444,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Ignisphaeraceae,uncultured,NA,1
445,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,NA,98
446,Marker 33,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteaceae_unclassified,NA,2
447,Marker 33,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,NA,2
448,Marker 33,Crenarchaeota,Thermoprotei,Thermoprotei_unclassified,Thermoprotei_unclassified,Thermoprotei_unclassified,NA,28
449,Marker 33,Cryptomonadales,Cryptomonadales_cl,Cryptomonadales_or,Cryptomonadales_fa,Cryptomonadales_fa_unclassified,NA,4
