,Temperature,Phylum,Class,Order,Family,Genus,Species,Normalized.Counts,
707,Metatranscriptome_2014,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,NA,0.05890553,
708,Metatranscriptome_2014,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,NA,0.041047292,
709,Metatranscriptome_2014,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,NA,0.166987848,
710,Metatranscriptome_2014,Aquificae,Aquificae,Aquificales,Aquificales_unclassified,Aquificales_unclassified,NA,0.039448047,
711,Metatranscriptome_2014,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,NA,0.040647481,
712,Metatranscriptome_2014,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,NA,0.160457597,
713,Metatranscriptome_2014,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,NA,0.026387545,
714,Metatranscriptome_2014,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,NA,0.059571882,
721,Metatranscriptome_2014,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA,0.486170528,
773,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA,0.075031252,
774,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,NA,0.160857409,
783,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,NA,0.06823446,
784,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,NA,0.29479419,
786,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,NA,0.057306285,
787,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,NA,0.203903757,
790,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,NA,0.067967919,
791,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,NA,0.252814005,
797,Metatranscriptome_2014,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,NA,4.63367957,
819,Metatranscriptome_2014,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus,NA,0.075964145,
824,Metatranscriptome_2014,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,NA,0.061304398,
832,Metatranscriptome_2014,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade)_cl,Marinimicrobia_(SAR406_clade)_or,Marinimicrobia_(SAR406_clade)_fa,Marinimicrobia_(SAR406_clade)_ge,NA,0.044912135,
837,Metatranscriptome_2014,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,NA,0.222028536,
906,Metatranscriptome_2014,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NA,0.092622949,
917,Metatranscriptome_2014,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,NA,0.188844199,
918,Metatranscriptome_2014,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,NA,0.239886773,
920,Metatranscriptome_2014,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,NA,0.040780751,
925,Metatranscriptome_2014,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,NA,0.082094585,
938,Metatranscriptome_2014,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacteriaceae_unclassified,NA,0.05570704,
940,Metatranscriptome_2014,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,NA,0.07756339,
950,Metatranscriptome_2014,Annelida,Polychaeta,Polychaeta_unclassified,Polychaeta_unclassified,Polychaeta_unclassified,NA,0.174584263,
951,Metatranscriptome_2014,Annelida,Polychaeta,Terebellida,Terebellida_fa,Terebellida_ge,NA,0.31025356,
965,Metatranscriptome_2014,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA,0.099819552,
1014,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,NA,0.055573769,
1017,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,NA,0.039981129,
1020,Metatranscriptome_2014,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,NA,0.040514211,
1026,Metatranscriptome_2014,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,NA,0.983535771,
1053,Metatranscriptome_2014,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,NA,0.047444273,
1109,Metatranscriptome_2014,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,NA,0.042779808,
1110,Metatranscriptome_2014,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,NA,0.046244839, 
